name,number,title,full_name,term_quarter,term_year,grade_Ap,grade_A,grade_Am,grade_Bp,grade_B,grade_Bm,grade_Cp,grade_C,grade_Cm,grade_Dp,grade_D,grade_Dm,grade_F,grade_no_pass,grade_pass
MSC IND 101,101,"Seminar: Music Industry, Technology, and Science",David Leaf,WI,2017,11,6,2,0,0,0,0,1,0,0,0,0,0,0,0
MUSC 90D,90D,Opera Workshop,Rakefet Hak,WI,2017,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC 120B,120B,Music Theory V,Jeffrey Kryka,WI,2017,5,9,4,0,0,0,0,1,0,0,0,0,1,0,0
MUSC 90P,90P,Alexander Technique,Jean-louis Rodrigue,WI,2017,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0
MUSC 20B,20B,Music Theory II,Mark Carlson,WI,2017,0,3,13,4,3,2,2,0,0,0,0,0,0,0,0
MUSC 74B,74B,Introduction to Singing Diction: German,Maria Dean,WI,2017,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0
MUSC C90A,C90A,UCLA Chorale,James Bass,WI,2017,0,55,0,1,0,0,0,0,0,0,0,0,1,0,0
MUSC 110A,110A,Learning Approaches in Music Education,Frank Heuser,WI,2017,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0
MUSC 90D,90D,Opera Workshop,Peter Kazaras,WI,2017,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC 140B,140B,"History and Analysis of Western Music, 1700 to 1800",Robert Winter,WI,2017,5,6,3,6,2,10,1,0,0,1,1,0,0,0,0
MUSC C90G,C90G,Wind Ensemble,Travis Cross,WI,2017,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC 119B,119B,Western and World Percussion Pedagogy,Jennifer Judkins,WI,2017,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC 90F,90F,Symphonic Band,Travis Cross,WI,2017,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC 30B,30B,"History, Listening, and Survey of Piano Literature II: Romantic, Impressionistic, 20th-Century, and Contemporary",James Lent,WI,2017,7,3,4,3,0,0,0,0,0,0,0,0,1,0,0
MUSC 15,15,Art of Listening,Jocelyn Ho,WI,2017,18,45,30,16,13,5,3,2,2,0,1,0,0,0,12
MUSC M6B,M6B,Introduction to Musicianship,Mark Carlson,WI,2017,0,13,6,4,0,0,0,0,0,0,0,0,0,0,0
MUSC 20B,20B,Music Theory II,Hitomi Oba,WI,2017,3,3,2,3,2,2,2,0,0,0,0,0,0,0,0
MUSC 20B,20B,Music Theory II,Jeffrey Kryka,WI,2017,9,9,4,4,3,0,0,2,0,0,0,0,0,0,0
MUSC C90E,C90E,Symphony Orchestra,Neal Stulberg,WI,2017,0,101,0,1,0,0,0,0,0,0,0,0,0,0,1
MUSC 90M,90M,Marching and Varsity Bands,Gordon Henderson,WI,2017,0,68,0,0,0,0,0,0,0,0,0,0,2,0,1
MUSC 120B,120B,Music Theory V,Noah Meites,WI,2017,0,6,4,2,4,1,1,0,0,0,0,0,0,0,0
NAV SCI 101B,101B,Naval Operations and Seamanship,Matthew Smith,WI,2017,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NAV SCI 102B,102B,Naval Leadership and Management I,J Antolin,WI,2017,0,8,3,0,1,0,0,0,0,0,0,0,0,0,0
NAV SCI 20B,20B,Seapower and Maritime Affairs,Lauren McCarthy,WI,2017,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0
NEURBIO M169,M169,History of Neurosciences,Robert Frank Jr.,WI,2017,3,1,11,6,4,2,0,0,0,0,0,0,0,0,0
NEUROSC C177,C177,Drugs of Abuse from Neurobiology to Policy and Education,Edythe London,WI,2017,3,5,6,3,10,2,3,2,1,0,0,0,0,0,0
NEUROSC 101L,101L,Neuroscience Laboratory,William Grisham,WI,2017,10,12,6,9,2,3,1,0,1,0,0,0,0,0,0
NEUROSC 191H,191H,Honors Seminars: Neuroscience,Joseph Watson,WI,2017,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0
NEUROSC M101B,M101B,Neuroscience: From Molecules to Mind -- Molecular and Developmental Neuroscience,Joshua Trachtenberg,WI,2017,3,31,7,18,27,16,22,15,5,0,6,0,6,0,0
NEUROSC 191H,191H,Honors Seminars: Neuroscience,Carlos Cepeda,WI,2017,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0
NEUROSC M101B,M101B,Neuroscience: From Molecules to Mind -- Molecular and Developmental Neuroscience,Joanna Jen,WI,2017,3,31,7,18,27,16,22,15,5,0,6,0,6,0,0
NEUROSC M101B,M101B,Neuroscience: From Molecules to Mind -- Molecular and Developmental Neuroscience,Felix Schweizer,WI,2017,3,31,7,18,27,16,22,15,5,0,6,0,6,0,0
NEUROSC 101L,101L,Neuroscience Laboratory,Wendy Walwyn,WI,2017,10,12,6,9,2,3,1,0,1,0,0,0,0,0,0
NEUROSC C177,C177,Drugs of Abuse from Neurobiology to Policy and Education,Christopher Evans,WI,2017,3,5,6,3,10,2,3,2,1,0,0,0,0,0,0
NEUROSC 182,182,Pharmacology of Drugs of Abuse,Sherrel Howard,WI,2017,0,5,11,8,3,2,0,3,0,0,0,0,0,0,0
NEUROSC M145,M145,Neural Mechanisms Controlling Movement,Scott Chandler,WI,2017,0,13,2,2,3,0,1,2,0,0,0,0,0,0,0
NEUROSC 101L,101L,Neuroscience Laboratory,Cristina Ghiani,WI,2017,10,12,6,9,2,3,1,0,1,0,0,0,0,0,0
NURSING 150B,150B,Fundamentals of Professional Nursing Laboratory,Silvia Mieure,WI,2017,3,30,13,1,0,0,0,0,0,0,0,0,0,0,0
NURSING 162A,162A,Tertiary Prevention and Care: Medical-Surgical/Gerontology I,Barbara Demman,WI,2017,0,7,24,11,3,1,0,0,1,0,0,0,0,0,0
NURSING 3,3,Human Physiology for Healthcare Providers,R. Torres,WI,2017,12,6,8,5,2,5,4,1,0,2,0,0,0,0,0
NURSING 162D,162D,Human Responses to Critical Illness: Introduction to Critical Care,Emma Cuenca,WI,2017,0,9,9,15,7,11,1,0,0,0,0,0,0,0,0
NURSING 150B,150B,Fundamentals of Professional Nursing Laboratory,Maureen Jordan,WI,2017,3,30,13,1,0,0,0,0,0,0,0,0,0,0,0
NURSING 3,3,Human Physiology for Healthcare Providers,Erin Kopp,WI,2017,12,6,8,5,2,5,4,1,0,2,0,0,0,0,0
NURSING 115,115,Pharmacology and Therapeutics,Karen Gylys,WI,2017,4,14,5,12,10,1,1,0,0,0,0,0,0,0,0
NURSING 171,171,Public Health Nursing,Dorothy Wiley,WI,2017,2,36,11,0,0,0,0,0,0,0,0,0,0,0,0
NURSING 20,20,Introduction to Nursing and Social Justice II,H Pieters,WI,2017,2,16,20,3,5,4,0,1,0,0,0,0,0,0,0
NURSING 168,168,Advanced Leadership and Role Integration,C Pavlish,WI,2017,0,6,20,12,9,2,0,0,0,0,0,0,0,0,0
NURSING 168,168,Advanced Leadership and Role Integration,S Cardin,WI,2017,0,6,20,12,9,2,0,0,0,0,0,0,0,0,0
NURSING 162D,162D,Human Responses to Critical Illness: Introduction to Critical Care,Mary Shinnick,WI,2017,0,9,9,15,7,11,1,0,0,0,0,0,0,0,0
PHILOS 8,8,Introduction to Philosophy of Science,Alexis Burgess,WI,2017,0,49,51,43,22,6,1,0,0,0,1,0,1,1,23
PHILOS 5,5,Philosophy in Literature,Herbert Morris,WI,2017,1,23,42,70,31,13,7,0,1,0,2,0,1,0,7
PHILOS 189,189,Advanced Honors Seminars,Calvin Normore,WI,2017,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0
PHILOS 175,175,Topics in Philosophy of Religion,Ryan Cook,WI,2017,2,8,15,8,12,2,3,0,0,1,0,0,2,0,0
PHILOS 155,155,Medical Ethics,Bradley McHose,WI,2017,2,7,16,5,1,1,1,3,0,0,0,0,0,0,0
PHILOS 100B,100B,Medieval and Early Modern Philosophy,Calvin Normore,WI,2017,0,48,48,32,23,16,1,3,0,0,0,0,4,0,0
PHILOS 135,135,Introduction to Metalogic,Luca Struble,WI,2017,1,5,3,2,1,2,1,2,1,0,0,0,0,0,0
PHILOS 104,104,Topics in Islamic Philosophy,Adam Crager,WI,2017,0,20,12,8,4,2,1,0,1,0,0,0,1,0,1
PHILOS 153A,153A,Topics in Ethical Theory: Normative Ethics,Seana Shiffrin,WI,2017,0,6,19,23,16,10,2,0,0,0,0,0,0,1,0
PHILOS 184,184,Topics in Metaphysics,Calvin Normore,WI,2017,2,8,5,5,8,3,8,1,0,0,0,0,2,0,1
PHILOS M101B,M101B,Plato -- Later Dialogues,Ryan Cook,WI,2017,0,7,7,6,5,2,2,0,0,0,0,0,0,0,0
PHILOS 161,161,Topics in Aesthetic Theory,Andrew Hsu,WI,2017,0,4,8,9,7,1,0,0,0,0,0,0,0,0,0
PHILOS 170,170,Philosophy of Mind,Andrew Jewell,WI,2017,1,2,7,6,4,4,2,0,0,0,0,0,3,0,0
PHILOS 133,133,Topics in Logic and Semantics,Gabriel Greenberg,WI,2017,0,35,2,0,1,0,1,1,0,0,0,0,0,0,1
PHILOS C110,C110,Spinoza,John Carriero,WI,2017,0,1,5,11,9,3,2,0,0,0,0,0,3,0,0
PHILOS 6,6,Introduction to Political Philosophy,Daniela Dover,WI,2017,11,28,49,26,26,15,6,4,0,0,0,1,2,0,23
PHILOS C127A,C127A,Philosophy of Language,David Kaplan,WI,2017,1,6,5,10,16,5,6,3,0,0,0,0,3,0,0
PHILOS 31,31,"Logic, First Course",Steven Levy,WI,2017,9,74,37,33,20,16,11,6,4,2,0,0,6,3,6
PHILOS 22W,22W,Introduction to Ethical Theory,Pamela Hieronymi,WI,2017,0,9,12,18,17,11,8,3,2,0,0,0,0,0,0
PHILOS 166,166,Philosophy of Law,Moran Yahav,WI,2017,5,13,13,3,3,0,0,0,0,0,1,0,1,1,1
PHYSCI 111A,111A,Foundations in Physiological Science,Joseph Esdin,WI,2017,3,35,22,15,29,9,9,18,4,0,0,0,0,0,0
PHYSCI 111A,111A,Foundations in Physiological Science,James Tidball,WI,2017,3,35,22,15,29,9,9,18,4,0,0,0,0,0,0
PHYSCI C127,C127,Neuroendocrinology of Reproduction,Paul Micevych,WI,2017,0,4,4,7,0,2,0,0,0,0,0,0,0,0,0
PHYSCI 5,5,Issues in Human Physiology: Diet and Exercise,Joseph Esdin,WI,2017,6,92,96,69,61,20,15,15,12,0,0,0,4,0,13
PHYSCI C152,C152,"Musculoskeletal Anatomy, Physiology, and Biomechanics",William Whiting,WI,2017,0,41,23,3,5,4,0,0,0,0,0,0,0,0,0
PHYSCI 135,135,Dynamical Systems Modeling of Physiological Processes,Alan Garfinkel,WI,2017,5,14,9,10,0,0,0,0,0,0,0,0,0,0,0
PHYSCI 187A,187A,Seeing Brain in Action,S. Masmanidis,WI,2017,1,14,3,0,0,0,0,0,0,0,0,0,1,0,0
PHYSCI C127,C127,Neuroendocrinology of Reproduction,Arthur Arnold,WI,2017,0,4,4,7,0,2,0,0,0,0,0,0,0,0,0
PHYSCI 138,138,Neuromuscular Physiology and Adaptation,Victor Edgerton,WI,2017,3,14,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYSCI 187A,187A,Seeing Brain in Action,Mark Frye,WI,2017,1,14,3,0,0,0,0,0,0,0,0,0,1,0,0
PHYSCI 13,13,Introduction to Human Anatomy,Anthony Friscia,WI,2017,7,17,9,3,4,5,1,1,0,0,2,2,0,0,0
PHYSCI 167,167,Physiology of Nutrition,Qing-Yi Lu,WI,2017,0,12,41,45,61,36,18,15,8,5,0,1,0,0,0
PHYSCI 111L,111L,Physiological Science Laboratory,Ronald Cooper,WI,2017,1,21,19,4,1,0,0,0,0,0,0,0,0,0,0
PHYSCI 111A,111A,Foundations in Physiological Science,Peter Narins,WI,2017,3,35,22,15,29,9,9,18,4,0,0,0,0,0,0
PHYSCI 167,167,Physiology of Nutrition,David Heber,WI,2017,0,12,41,45,61,36,18,15,8,5,0,1,0,0,0
PHYSICS 124,124,Nuclear Physics,Zhongbo Kang,WI,2017,2,1,1,0,4,3,1,3,0,0,1,0,0,0,0
PHYSICS 105A,105A,Analytic Mechanics,Smadar Naoz,WI,2017,11,21,8,1,9,6,1,3,4,2,2,2,5,0,0
PHYSICS 6A,6A,Physics for Life Sciences Majors: Mechanics,Huan Huang,WI,2017,7,8,12,13,17,23,22,16,18,5,5,5,7,0,1
PHYSICS 180A,180A,Nuclear Physics Laboratory,Huan Huang,WI,2017,3,4,1,4,3,0,2,0,0,0,0,0,0,0,0
PHYSICS 188B,188B,Computational Physics and Astronomy Laboratory,Frank Jenko,WI,2017,2,3,3,1,2,3,0,0,1,0,1,0,0,0,0
PHYSICS 6C,6C,"Physics for Life Sciences Majors: Light, Fluids, Thermodynamics, Modern Physics",Glenn Rosenthal,WI,2017,10,23,19,27,22,10,12,21,14,0,3,0,1,0,0
PHYSICS 1B,1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Joshua Samani,WI,2017,5,30,41,27,42,17,12,4,2,3,0,2,1,0,0
PHYSICS 1B,1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Lilian Jiang,WI,2017,5,14,6,5,14,10,6,5,1,0,0,0,1,0,0
PHYSICS 19,19,Fiat Lux Freshman Seminars,Katsushi Arisaka,WI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
PHYSICS 180Q,180Q,Quantum Optics Laboratory,Eric Hudson,WI,2017,1,4,2,1,1,1,0,0,2,0,0,0,0,0,0
PHYSICS 114,114,Mechanics of Wave Motion and Sound,Seth Putterman,WI,2017,2,5,4,3,5,1,0,0,0,0,0,0,0,0,0
PHYSICS 1A,1A,Physics for Scientists and Engineers: Mechanics,Brent Corbin,WI,2017,0,107,8,10,88,16,14,73,18,0,7,0,12,0,1
PHYSICS 115B,115B,Quantum Mechanics,Hongwen Jiang,WI,2017,6,6,5,5,12,9,6,7,1,4,1,0,0,0,0
PHYSICS 180C,180C,Solid-State Laboratory,Stuart Brown,WI,2017,0,4,3,1,1,0,0,0,0,0,0,0,1,0,0
PHYSICS 192,192,Undergraduate Practicum in Physics,Katsushi Arisaka,WI,2017,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1
PHYSICS 18L,18L,Modern Physics Laboratory,Ni Ni,WI,2017,6,5,4,5,6,4,2,0,0,0,0,0,0,0,0
PHYSICS 6C,6C,"Physics for Life Sciences Majors: Light, Fluids, Thermodynamics, Modern Physics",Christoph Niemann,WI,2017,1,49,40,22,30,8,11,7,16,0,1,0,0,0,0
PHYSICS 17,17,Elements of Quantum Mechanics and Statistical Mechanics,Rahul Roy,WI,2017,3,4,6,8,9,4,3,2,0,0,0,0,1,0,0
PHYSICS 1C,1C,"Physics for Scientists and Engineers: Electrodynamics, Optics, and Special Relativity",Joshua Samani,WI,2017,4,27,38,41,40,21,14,2,4,3,2,0,2,0,0
PHYSICS 131,131,Mathematical Methods of Physics,Shenshen Wang,WI,2017,5,9,7,9,9,8,5,5,0,1,1,0,1,0,0
PHYSICS 192,192,Undergraduate Practicum in Physics,Joshua Samani,WI,2017,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYSICS 4BL,4BL,Physics Laboratory for Scientists and Engineers: Electricity and Magnetism,Martin Simon,WI,2017,13,44,30,39,21,12,0,1,0,0,0,1,0,0,0
PHYSICS 89,89,Honors Seminars,Katsushi Arisaka,WI,2017,29,17,7,0,0,0,0,0,0,0,0,0,0,0,2
PHYSICS 6B,6B,"Physics for Life Sciences Majors: Waves, Electricity, and Magnetism",Katsushi Arisaka,WI,2017,96,87,41,42,45,50,25,11,13,0,0,0,0,0,0
PHYSICS 6A,6A,Physics for Life Sciences Majors: Mechanics,Asher Davidson,WI,2017,9,14,12,14,15,19,18,24,21,15,4,0,0,0,0
PHYSICS 6B,6B,"Physics for Life Sciences Majors: Waves, Electricity, and Magnetism",Seth Dorfman,WI,2017,13,55,50,54,52,32,24,11,0,2,1,0,3,0,1
PHYSICS 110A,110A,Electricity and Magnetism,Giovanni Zocchi,WI,2017,0,25,13,6,19,1,1,13,7,0,5,0,0,0,0
PHYSICS 1A,1A,Physics for Scientists and Engineers: Mechanics,Ferdinand Coroniti,WI,2017,4,23,33,17,17,22,28,24,9,1,3,0,2,0,0
PHYSICS 4AL,4AL,Physics Laboratory for Scientists and Engineers: Mechanics,Wesley Campbell,WI,2017,16,12,19,10,21,13,11,15,5,3,1,1,10,0,0
PHYSICS 132,132,Mathematical Methods of Physics,Michael Gutperle,WI,2017,2,3,4,6,1,4,2,1,1,2,1,0,0,0,0
PHYSICS 1A,1A,Physics for Scientists and Engineers: Mechanics,Hanguo Wang,WI,2017,10,37,9,19,21,20,21,33,1,0,21,0,1,0,0
PHYSICS 1BH,1BH,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",James Rosenzweig,WI,2017,4,9,8,8,3,1,0,0,0,0,0,0,0,0,1
PHYSICS 192,192,Undergraduate Practicum in Physics,Shanna Shaked,WI,2017,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYSICS 117,117,Electronics for Physics Measurement,Pietro Musumeci,WI,2017,2,10,2,4,0,0,0,0,0,0,0,0,0,0,1
PHYSICS C186,C186,Neurophysics: Brain-Mind Problem,Mayank Mehta,WI,2017,1,6,4,6,5,2,2,1,5,0,0,0,0,0,2
PHYSICS 115C,115C,Quantum Mechanics,Hongwen Jiang,WI,2017,5,5,6,5,10,7,4,6,3,0,0,0,1,0,0
POL SCI 30,30,Politics and Strategy,Barry O'neill,WI,2017,10,36,29,27,33,28,6,4,0,0,0,0,1,0,2
POL SCI 6,6,Introduction to Data Analysis,Erin Hartman,WI,2017,0,35,27,22,27,9,13,15,2,9,4,1,4,5,5
POL SCI 124C,124C,Politics of Latin American Economic Development,Jesse Acevedo,WI,2017,32,28,37,13,9,4,1,3,0,0,1,0,0,0,0
POL SCI 163A,163A,Discourse before Democracy,Richard Anderson,WI,2017,3,13,6,9,4,2,0,4,1,0,3,0,5,0,0
POL SCI 134,134,Foreign Policy Decision Making and Tools of Statecraft,Arthur Stein,WI,2017,7,15,3,8,6,1,0,5,3,0,0,0,1,0,1
POL SCI 147C,147C,American Political Development: Institutional Development,Scott James,WI,2017,2,15,7,10,6,3,2,1,2,1,2,0,0,0,0
POL SCI 149,149,Special Topics in American Government and Politics,John Shrode,WI,2017,1,51,21,6,19,3,0,2,0,0,0,0,1,0,2
POL SCI 132A,132A,International Relations of Middle East,Steven Spiegel,WI,2017,19,112,59,39,33,10,5,7,1,0,2,0,2,1,1
POL SCI 119,119,Special Studies in Political Theory,Elizabeth Barringer,WI,2017,0,26,31,24,18,5,2,1,3,0,1,0,0,2,2
POL SCI 141E,141E,"Electoral Politics: Elections, Media, and Strategy",Nhan Levan,WI,2017,12,27,30,17,18,5,5,0,2,0,0,0,0,0,0
POL SCI 169,169,Special Studies in Comparative Politics,Benjamin Radd,WI,2017,0,32,42,34,24,14,5,3,0,0,0,0,0,0,0
POL SCI 111B,111B,History of Political Thought: Early Modern Political Theory from Hobbes to Bentham,Anthony Pagden,WI,2017,0,23,8,11,10,3,1,0,0,0,0,0,0,0,0
POL SCI 191A,191A,Variable Topics Research Seminars for Majors: Political Theory,Raymond Rocco,WI,2017,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0
POL SCI 139,139,Special Studies in International Relations,Eric Bordenkircher,WI,2017,0,16,25,13,13,4,2,2,0,0,0,0,3,0,0
POL SCI 123A,123A,International Law,Leslie Johns,WI,2017,9,18,21,20,12,9,7,8,6,2,0,0,0,0,2
POL SCI 141E,141E,"Electoral Politics: Elections, Media, and Strategy",James Desveaux,WI,2017,0,6,2,1,2,0,0,0,0,0,0,0,0,0,1
POL SCI 169,169,Special Studies in Comparative Politics,Miriam Golden,WI,2017,0,13,4,5,7,2,1,1,0,0,1,0,4,0,1
POL SCI 191B,191B,Variable Topics Research Seminars for Majors: International Relations,Deborah Larson,WI,2017,1,13,0,0,1,1,0,0,0,0,0,0,1,0,0
POL SCI 145E,145E,Public Law and Judicial Process: Constitutional Law -- Rights of Accused,Karen Orren,WI,2017,2,25,13,5,5,2,1,0,0,0,0,0,1,1,0
POL SCI 191D,191D,Variable Topics Research Seminars for Majors: Comparative Government,Susanne Lohmann,WI,2017,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0
POL SCI M105,M105,Economic Models of Public Choice,Thomas Schwartz,WI,2017,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0
POL SCI 156A,156A,Government and Politics of Post-Communist States: Russia,Daniel Treisman,WI,2017,0,19,41,38,8,0,0,0,0,0,0,0,0,0,0
POL SCI 116B,116B,Continental Political Thought,Joshua Dienstag,WI,2017,1,4,14,8,10,8,1,1,2,0,0,0,2,0,0
POL SCI 140B,140B,National Institutions: The Presidency,Scott James,WI,2017,7,32,29,19,20,2,1,2,1,1,0,0,2,1,0
POL SCI 191B,191B,Variable Topics Research Seminars for Majors: International Relations,Leslie Johns,WI,2017,1,3,4,3,1,1,0,1,0,0,0,0,0,0,0
POL SCI 172,172,Strategy and Conflict,Michael Chwe,WI,2017,4,7,8,5,8,8,2,3,2,1,0,0,3,0,0
POL SCI 139,139,Special Studies in International Relations,Michael Danielson,WI,2017,0,6,2,2,2,1,0,0,0,0,0,0,0,0,0
POL SCI 10,10,Introduction to Political Theory,Brian Walker,WI,2017,22,77,60,46,33,22,4,7,3,3,4,1,6,0,0
POL SCI 139,139,Special Studies in International Relations,Myung Kim,WI,2017,1,30,8,20,14,12,13,9,5,0,1,0,0,0,3
POL SCI 50,50,Introduction to Comparative Politics,Hugh Blair,WI,2017,6,17,24,15,16,7,7,5,13,0,4,0,9,0,1
POL SCI 191DCM,191DCM,"CAPPP Washington, DC, Research Seminars",James Desveaux,WI,2017,0,9,10,2,0,0,0,0,0,0,0,0,0,0,0
POL SCI 186,186,"Special Studies in Race, Ethnicity, and Politics: Race and Criminal Justice System",Stacey Greene,WI,2017,23,33,22,8,7,4,2,3,1,1,2,0,2,0,0
POL SCI M180A,M180A,African American Political Thought,Jeffrey Lewis,WI,2017,7,30,19,5,1,1,2,0,0,0,0,0,0,0,1
POL SCI 169,169,Special Studies in Comparative Politics,Michael Lofchie,WI,2017,0,34,9,2,9,1,0,4,0,0,1,1,0,0,0
POL SCI 195CE,195CE,Community and Corporate Internships in Political Science,Michael Thies,WI,2017,0,20,4,0,1,0,0,0,0,0,0,0,0,0,0
POL SCI 135,135,International Relations of China,David Wilkinson,WI,2017,29,9,4,4,4,1,1,2,1,0,0,0,2,0,0
POL SCI 141E,141E,"Electoral Politics: Elections, Media, and Strategy",Steven Scully,WI,2017,0,6,2,1,2,0,0,0,0,0,0,0,0,0,1
POL SCI 159A,159A,Government and Politics of China: Chinese Revolution and Age of Mao Zedong,James Tong,WI,2017,0,5,9,3,12,9,2,4,4,0,1,0,0,0,0
POL SCI 191C,191C,Variable Topics Research Seminars for Majors: Politics,John Zaller,WI,2017,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
POL SCI 181A,181A,Politics of Latino Communities,Raymond Rocco,WI,2017,0,11,20,8,9,2,1,2,1,0,0,0,1,0,0
POL SCI M180A,M180A,African American Political Thought,Mark Sawyer,WI,2017,7,30,19,5,1,1,2,0,0,0,0,0,0,0,1
POL SCI 139,139,Special Studies in International Relations,James Desveaux,WI,2017,0,6,2,2,2,1,0,0,0,0,0,0,0,0,0
POL SCI 191A,191A,Variable Topics Research Seminars for Majors: Political Theory,Davide Panagia,WI,2017,1,2,0,2,2,1,1,0,1,0,0,0,0,0,4
POL SCI 191B,191B,Variable Topics Research Seminars for Majors: International Relations,R Trager,WI,2017,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0
POL SCI 154B,154B,Government and Politics in Latin America: States of South America,Barbara Geddes,WI,2017,0,13,17,28,23,26,3,4,0,0,0,0,2,0,1
PORTGSE 11A,11A,Intensive Portuguese,Juliet Falce-Robinson,WI,2017,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1
PORTGSE 11B,11B,Intensive Portuguese,Juliet Falce-Robinson,WI,2017,0,2,1,4,2,3,0,0,0,0,0,1,0,0,0
PSYCH 118,118,Comparative Psychobiology,Cathleen Cox,WI,2017,1,25,12,3,3,3,1,1,0,0,0,0,0,0,0
PSYCH 135,135,Social Psychology,Matthew Lieberman,WI,2017,15,107,56,34,56,10,5,15,0,4,1,0,1,0,4
PSYCH 186B,186B,Cognitive Science Laboratory: Neural Networks,Zili Liu,WI,2017,0,2,4,3,2,3,1,0,0,0,1,0,0,0,0
PSYCH 137D,137D,Introduction to Health Psychology,Yuen Huo,WI,2017,0,24,3,0,1,0,0,0,0,0,0,0,0,0,1
PSYCH 20,20,MATLAB Programming for Behavioral Sciences,Gennady Erlikhman,WI,2017,6,8,7,3,0,0,3,0,2,0,0,0,2,0,0
PSYCH 115,115,Principles of Behavioral Neuroscience,Pamela Kennedy,WI,2017,9,23,24,24,39,21,21,30,25,2,8,3,11,1,1
PSYCH 116,116,Behavioral Neuroscience Laboratory,Jared Wong,WI,2017,2,13,6,3,2,3,1,0,2,0,0,0,0,0,0
PSYCH M119O,M119O,Psychology of Aging,Andrew Hill,WI,2017,27,138,10,5,7,1,0,0,0,0,0,0,1,0,1
PSYCH 85,85,Introduction to Cognitive Science,Sean Mcauliffe,WI,2017,3,9,0,11,8,10,10,6,4,0,2,0,0,0,0
PSYCH 126,126,Clinical Psychology Laboratory,Sylvie Taylor,WI,2017,0,14,3,2,0,1,0,0,0,0,0,0,0,0,0
PSYCH 119V,119V,Brain and Art,Dahlia Zaidel,WI,2017,9,23,8,8,2,1,0,0,0,0,0,0,0,0,1
PSYCH 130,130,Developmental Psychology,Amber Ankowski,WI,2017,2,119,51,19,29,12,5,3,0,1,0,0,1,0,0
PSYCH 137C,137C,Close Relationships,Thomas Bradbury,WI,2017,10,50,66,56,44,27,21,16,8,2,4,0,3,4,21
PSYCH 188A,188A,Special Seminars: Psychology,Patricia Greenfield,WI,2017,2,10,2,1,1,1,1,0,0,0,0,0,0,0,0
PSYCH 10,10,Introductory Psychology,Andrew Ward,WI,2017,8,52,34,43,33,31,16,6,0,0,0,0,2,0,4
PSYCH 186C,186C,Cognitive Science Laboratory: Psychophysical Theories and Methods,Gennady Erlikhman,WI,2017,3,6,3,2,2,1,1,1,1,0,0,0,0,0,0
PSYCH 133E,133E,Perceptual Development,Scott Johnson,WI,2017,130,72,27,8,6,5,0,0,0,0,1,0,0,0,0
PSYCH M107,M107,Asian American Personality and Mental Health,A Chung,WI,2017,4,21,4,0,28,4,0,23,6,0,1,0,3,0,5
PSYCH 15,15,Introductory Psychobiology,Franklin Krasne,WI,2017,25,9,21,19,20,10,22,25,11,1,3,1,5,7,25
PSYCH 188B,188B,Special Courses in Psychology,Uri Maoz,WI,2017,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYCH 121,121,Laboratory in Cognitive Psychology,Hongjing Lu,WI,2017,1,6,5,3,4,1,0,0,1,0,0,0,0,0,0
PSYCH 188B,188B,Special Courses in Psychology,Julie Smurda,WI,2017,4,12,4,1,2,0,0,0,0,0,0,1,0,0,0
PSYCH 125B,125B,Research Methods in Developmental Psychopathology,Bruce Baker,WI,2017,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
PSYCH 120B,120B,Sensation and Perception,Ladan Shams,WI,2017,3,47,27,25,23,24,9,15,6,1,4,8,2,0,1
PSYCH 10,10,Introductory Psychology,Kristin Walker,WI,2017,0,173,25,16,7,7,3,5,2,0,3,0,2,0,2
PSYCH 15,15,Introductory Psychobiology,Jared Wong,WI,2017,25,9,21,19,20,10,22,25,11,1,3,1,5,7,25
